"weekEnding,ne,enc,c,se,wnc,s,sw,nw,w,nat,neAnom,encAnom,cAnom,seAnom,wncAnom,sAnom,swAnom,nwAnom,wAnom,natAnom"
"20140607,66.73,68.94,74.58,77.06,63.37,81.43,73.99,63.52,71.97,72.19,1.98,3.37,2.82,0.49,1.23,3.49,5.33,5.69,4.31,3.19"
"20140614,66.47,65.64,71.72,77.35,61.54,78.66,72.44,62.09,72.45,70.53,1.72,0.07,-0.04,0.78,-0.60,0.72,3.78,4.26,4.79,1.53"
"20140621,66.09,66.16,73.05,77.83,61.43,79.04,71.02,59.71,70.28,70.20,1.34,0.59,1.29,1.26,-0.71,1.10,2.36,1.88,2.62,1.20"
"20140628,66.14,66.26,73.22,77.72,61.59,78.52,70.84,59.76,69.90,70.09,1.39,0.69,1.46,1.15,-0.55,0.58,2.18,1.93,2.24,1.09"
"20140630,66.32,66.06,72.99,77.67,61.58,78.41,70.86,59.94,70.07,70.07,1.57,0.49,1.23,1.10,-0.56,0.47,2.20,2.11,2.41,1.07"
"20140705,72.20,68.25,74.03,79.67,68.50,80.52,75.61,68.69,77.91,74.47,2.93,-1.66,-1.41,0.28,-0.48,-0.79,1.82,3.30,3.42,0.53"
"20140712,71.16,68.39,74.14,79.35,69.92,80.88,75.83,71.76,78.03,74.98,1.89,-1.52,-1.30,-0.04,0.94,-0.43,2.04,6.37,3.54,1.04"
"20140719,70.23,66.60,72.34,78.61,68.59,79.19,75.37,72.27,78.04,73.97,0.96,-3.31,-3.10,-0.78,-0.39,-2.12,1.58,6.88,3.55,0.03"
"20140726,69.92,67.42,72.42,78.56,69.30,79.79,75.95,70.27,77.20,74.09,0.65,-2.49,-3.02,-0.83,0.32,-1.52,2.16,4.88,2.71,0.15"
"20140731,69.37,67.13,72.00,78.26,69.01,79.41,75.50,70.59,77.30,73.82,0.10,-2.78,-3.44,-1.13,0.03,-1.90,1.71,5.20,2.81,-0.12"
"20140802,66.95,66.68,72.53,77.77,67.07,79.69,71.71,66.80,74.24,72.28,-0.78,-1.22,-1.61,-0.78,-0.42,-1.10,-0.18,1.97,0.95,-0.44"
"20140809,66.60,66.50,71.88,77.67,67.35,80.09,70.83,68.61,72.03,72.11,-1.13,-1.40,-2.26,-0.88,-0.14,-0.70,-1.06,3.78,-1.26,-0.61"
"20140816,65.64,65.89,71.02,77.25,68.08,79.76,71.44,68.43,72.64,72.05,-2.09,-2.01,-3.12,-1.30,0.59,-1.03,-0.45,3.60,-0.65,-0.67"
"20140823,65.98,67.15,72.86,78.34,68.19,80.84,71.53,68.00,72.80,72.68,-1.75,-0.75,-1.28,-0.21,0.70,0.05,-0.36,3.17,-0.49,-0.04"
"20140830,66.69,67.74,74.32,78.45,67.48,81.41,71.41,67.77,73.05,72.92,-1.04,-0.16,0.18,-0.10,-0.01,0.62,-0.48,2.94,-0.24,0.20"
"20140831,66.98,67.83,74.48,78.59,67.43,81.48,71.50,67.65,73.15,72.99,-0.75,-0.07,0.34,0.04,-0.06,0.69,-0.39,2.82,-0.14,0.27"
"20140906,66.86,61.76,71.02,77.07,56.00,76.17,66.73,56.63,69.14,67.26,6.73,2.32,4.28,3.73,-1.27,2.28,2.05,-0.68,2.35,2.08"
"20140913,62.58,57.46,67.17,76.43,52.88,74.12,65.47,57.65,69.55,65.25,2.45,-1.98,0.43,3.09,-4.39,0.23,0.79,0.34,2.76,0.07"
"20140920,59.77,56.91,65.45,75.62,55.33,74.25,66.64,60.35,70.92,65.69,-0.36,-2.53,-1.29,2.28,-1.94,0.36,1.96,3.04,4.13,0.51"
"20140927,60.30,58.64,65.82,74.62,58.37,74.35,67.73,61.38,70.73,66.53,0.17,-0.80,-0.92,1.28,1.10,0.46,3.05,4.07,3.94,1.35"
"20140930,60.84,58.76,66.17,74.74,58.24,74.53,67.37,61.23,70.36,66.54,0.71,-0.68,-0.57,1.40,0.97,0.64,2.69,3.92,3.57,1.36"
"20141004,52.00,47.37,56.94,65.41,44.69,64.91,53.12,48.04,56.72,54.97,3.16,0.25,1.49,1.42,-0.12,1.27,-0.34,1.45,0.14,0.81"
"20141011,49.95,43.86,54.77,65.11,46.88,66.48,55.52,53.31,61.16,56.10,1.11,-3.26,-0.68,1.12,2.07,2.84,2.06,6.72,4.58,1.94"
"20141018,52.81,45.89,55.89,65.94,47.91,65.44,55.94,52.64,61.07,56.60,3.97,-1.23,0.44,1.95,3.10,1.80,2.48,6.05,4.49,2.44"
"20141025,52.02,47.45,55.70,64.92,50.15,66.05,57.56,52.80,61.41,57.30,3.18,0.33,0.25,0.93,5.34,2.41,4.10,6.21,4.83,3.14"
"20141031,51.92,47.46,55.81,64.85,49.92,66.13,58.11,52.57,61.19,57.32,3.08,0.34,0.36,0.86,5.11,2.49,4.65,5.98,4.61,3.16"
"20141101,39.23,33.36,44.71,55.41,31.61,53.37,42.68,36.41,46.15,43.22,0.38,0.06,0.11,0.08,0.59,0.41,0.99,0.72,0.53,0.46"
"20141108,38.13,35.02,42.56,51.09,37.37,52.38,44.63,41.58,48.49,44.27,-0.72,1.72,-2.04,-4.24,6.35,-0.58,2.94,5.89,2.87,1.51"
"20141115,38.04,29.66,39.29,50.72,26.74,47.39,43.00,36.11,49.41,40.25,-0.81,-3.64,-5.31,-4.61,-4.28,-5.57,1.31,0.42,3.79,-2.51"
"20141122,35.09,26.37,36.44,49.14,25.85,46.50,41.35,34.29,48.53,38.59,-3.76,-6.93,-8.16,-6.19,-5.17,-6.46,-0.34,-1.40,2.91,-4.17"
"20141129,36.31,27.02,38.07,50.48,28.00,48.25,42.43,36.91,49.43,40.12,-2.54,-6.28,-6.53,-4.85,-3.02,-4.71,0.74,1.22,3.81,-2.64"
"20141130,36.41,27.07,38.38,50.87,28.05,48.54,42.67,36.94,49.58,40.31,-2.44,-6.23,-6.22,-4.46,-2.97,-4.42,0.98,1.25,3.96,-2.45"
"20141206,28.08,15.83,35.90,53.30,19.12,47.28,40.10,30.50,45.49,35.96,0.38,-4.03,2.46,5.85,-1.34,3.54,6.93,1.92,7.01,2.72"
"20141213,27.83,21.85,35.36,48.91,27.84,48.46,41.93,36.25,46.60,38.38,0.13,1.99,1.92,1.46,7.38,4.72,8.76,7.67,8.12,5.14"
"20141220,29.59,24.54,36.19,48.60,27.61,48.38,40.06,36.01,45.08,38.30,1.89,4.68,2.75,1.15,7.15,4.64,6.89,7.43,6.60,5.06"
"20141227,32.11,27.30,38.15,49.79,27.75,48.32,38.91,36.07,44.87,38.83,4.41,7.44,4.71,2.34,7.29,4.58,5.74,7.49,6.39,5.59"
"20141231,31.90,26.02,37.58,50.26,25.80,46.95,37.05,34.25,43.51,37.60,4.20,6.16,4.14,2.81,5.34,3.21,3.88,5.67,5.03,4.36"
"20150103,23.32,14.37,30.43,47.78,16.38,39.99,29.61,26.86,37.20,30.15,1.18,-1.06,0.13,2.58,-3.34,-2.59,-3.71,-2.84,-1.77,-1.67"
"20150110,18.23,5.90,23.09,43.77,13.44,35.28,33.63,33.42,43.86,28.34,-3.91,-9.53,-7.21,-1.43,-6.28,-7.30,0.31,3.72,4.89,-3.48"
"20150117,17.66,9.51,25.22,44.08,17.08,37.08,35.19,33.60,44.35,30.04,-4.48,-5.92,-5.08,-1.12,-2.64,-5.50,1.87,3.90,5.38,-1.78"
"20150124,19.77,15.01,28.68,45.61,21.16,39.61,35.30,33.86,44.45,32.29,-2.37,-0.42,-1.62,0.41,1.44,-2.97,1.98,4.16,5.48,0.47"
"20150131,19.20,16.86,29.41,44.99,24.29,41.81,36.52,34.79,44.98,33.62,-2.94,1.43,-0.89,-0.21,4.57,-0.77,3.20,5.09,6.01,1.80"
"20150207,16.45,13.99,30.84,46.08,27.18,45.07,46.19,42.52,52.81,37.22,-8.64,-5.89,-3.56,-2.54,3.85,-1.53,9.38,10.07,11.03,1.81"
"20150214,16.79,15.58,31.65,46.44,30.61,48.56,46.81,43.66,52.68,38.85,-8.30,-4.30,-2.75,-2.18,7.28,1.96,10.00,11.21,10.90,3.44"
"20150221,13.29,11.51,25.49,42.32,28.11,46.47,45.02,42.38,51.91,36.06,-11.80,-8.37,-8.91,-6.30,4.78,-0.13,8.21,9.93,10.13,0.65"
"20150228,12.59,9.02,23.40,42.14,24.30,42.61,41.37,40.34,49.56,33.36,-12.50,-10.86,-11.00,-6.48,0.97,-3.99,4.56,7.89,7.78,-2.05"
"20150307,22.69,19.81,32.29,54.33,27.17,44.75,39.85,39.77,46.79,37.32,-10.68,-11.25,-11.28,-0.70,-5.46,-9.46,-3.54,1.53,0.13,-5.81"
"20150314,28.45,31.44,40.35,57.70,36.76,50.39,44.40,44.21,50.97,43.73,-4.92,0.38,-3.22,2.67,4.13,-3.82,1.01,5.97,4.31,0.60"
"20150321,28.91,33.82,42.57,58.84,38.93,52.94,46.30,45.10,52.98,45.64,-4.46,2.76,-1.00,3.81,6.30,-1.27,2.91,6.86,6.32,2.51"
"20150328,28.20,31.76,41.95,58.25,38.67,53.88,47.09,44.91,53.33,45.56,-5.17,0.70,-1.62,3.22,6.04,-0.33,3.70,6.67,6.67,2.43"
"20150331,28.45,32.08,42.25,58.07,38.68,54.53,47.32,44.51,53.17,45.72,-4.92,1.02,-1.32,3.04,6.05,0.32,3.93,6.27,6.51,2.59"
"20150404,43.75,46.96,54.76,62.84,46.58,65.92,53.95,45.14,54.51,54.13,-1.48,2.27,0.85,0.78,3.53,3.63,3.47,1.43,2.84,2.36"
"20150411,43.49,45.46,57.98,66.75,45.10,67.01,53.43,44.61,52.01,54.33,-1.74,0.77,4.07,4.69,2.05,4.72,2.95,0.90,0.34,2.56"
"20150418,46.24,48.40,58.85,66.86,46.19,66.25,51.72,44.93,52.90,54.74,1.01,3.71,4.94,4.80,3.14,3.96,1.24,1.22,1.24,2.97"
"20150425,45.12,45.75,56.55,65.98,45.35,65.19,51.44,45.67,53.44,53.86,-0.11,1.06,2.64,3.92,2.30,2.90,0.96,1.96,1.77,2.09"
"20150430,45.06,45.71,55.37,64.86,45.67,64.22,51.48,46.09,54.21,53.60,-0.17,1.02,1.46,2.80,2.62,1.93,1.00,2.38,2.54,1.83"
"20150502,55.57,56.33,61.81,68.94,54.25,69.91,59.97,52.29,61.51,60.94,-0.14,0.23,-1.26,-0.80,1.20,-0.83,0.34,1.28,1.83,0.15"
"20150509,62.93,61.36,69.41,71.18,53.97,72.85,58.82,53.97,60.49,63.20,7.22,5.26,6.34,1.44,0.92,2.11,-0.81,2.96,0.81,2.41"
"20150516,62.45,57.80,67.84,72.63,52.30,71.40,56.90,53.10,58.57,61.81,6.74,1.70,4.77,2.89,-0.75,0.66,-2.73,2.09,-1.11,1.02"
"20150523,60.77,56.04,65.74,72.62,50.89,70.06,55.69,53.80,57.49,60.66,5.06,-0.06,2.67,2.88,-2.16,-0.68,-3.94,2.79,-2.19,-0.13"
"20150530,61.63,56.74,66.18,72.46,51.46,69.88,55.78,54.57,58.39,61.01,5.92,0.64,3.11,2.72,-1.59,-0.86,-3.85,3.56,-1.29,0.22"
"20150531,61.34,56.63,65.99,72.37,51.63,69.89,55.95,54.65,58.47,61.02,5.63,0.53,2.92,2.63,-1.42,-0.85,-3.68,3.64,-1.21,0.23"
"20150606,62.01,63.32,69.33,76.53,65.28,77.46,69.93,63.07,68.68,69.49,-2.74,-2.25,-2.43,-0.04,3.14,-0.48,1.27,5.24,1.02,0.49"
"20150613,65.13,65.41,73.19,77.69,66.79,79.02,69.27,66.16,70.90,71.25,0.38,-0.16,1.43,1.12,4.65,1.08,0.61,8.33,3.24,2.25"
"20150620,65.54,65.03,73.95,79.16,65.53,78.78,70.24,65.50,71.82,71.39,0.79,-0.54,2.19,2.59,3.39,0.84,1.58,7.67,4.16,2.39"
"20150627,65.38,65.08,73.84,79.51,65.57,78.97,71.03,65.93,72.30,71.64,0.63,-0.49,2.08,2.94,3.43,1.03,2.37,8.10,4.64,2.64"
"20150630,64.94,64.76,73.24,79.09,65.79,78.80,71.15,66.59,72.61,71.59,0.19,-0.81,1.48,2.52,3.65,0.86,2.49,8.76,4.95,2.59"
"20150704,67.13,67.80,73.22,78.66,72.21,80.95,75.84,73.77,78.92,75.14,-2.14,-2.11,-2.22,-0.73,3.23,-0.36,2.05,8.38,4.43,1.20"
"20150711,69.10,66.93,73.22,79.83,69.23,80.26,72.25,72.30,74.41,73.68,-0.17,-2.98,-2.22,0.44,0.25,-1.05,-1.54,6.91,-0.08,-0.26"
"20150718,68.96,68.65,74.81,80.34,69.55,81.65,72.26,69.67,73.63,74.05,-0.31,-1.26,-0.63,0.95,0.57,0.34,-1.53,4.28,-0.86,0.11"
"20150725,69.12,68.97,75.05,80.68,69.55,82.20,72.09,68.75,72.95,74.09,-0.15,-0.94,-0.39,1.29,0.57,0.89,-1.70,3.36,-1.54,0.15"
"20150731,69.77,69.58,75.52,80.75,69.27,82.38,72.26,68.25,73.18,74.23,0.50,-0.33,0.08,1.36,0.29,1.07,-1.53,2.86,-1.31,0.29"
"20150801,68.19,68.22,74.43,78.79,67.36,81.05,71.77,64.94,73.24,72.85,0.46,0.32,0.29,0.24,-0.13,0.26,-0.12,0.11,-0.05,0.13"
"20150808,66.88,66.03,73.15,79.38,66.67,82.62,71.84,66.33,72.08,72.72,-0.85,-1.87,-0.99,0.83,-0.82,1.83,-0.05,1.50,-1.21,0.00"
"20150815,67.33,68.17,73.20,78.98,69.18,82.53,72.64,67.82,72.69,73.55,-0.40,0.27,-0.94,0.43,1.69,1.74,0.75,2.99,-0.60,0.83"
"20150822,69.27,67.79,73.05,79.19,67.03,81.40,73.00,67.37,73.82,73.21,1.54,-0.11,-1.09,0.64,-0.46,0.61,1.11,2.54,0.53,0.49"
"20150829,69.03,66.56,72.10,78.85,67.35,80.96,73.21,67.93,74.69,73.08,1.30,-1.34,-2.04,0.30,-0.14,0.17,1.32,3.10,1.40,0.36"
"20150831,69.39,67.20,72.63,78.97,67.78,81.14,73.26,67.50,74.52,73.28,1.66,-0.70,-1.51,0.42,0.29,0.35,1.37,2.67,1.23,0.56"
"20150905,65.01,65.54,71.10,74.90,61.97,75.98,66.17,54.78,65.91,67.63,4.88,6.10,4.36,1.56,4.70,2.09,1.49,-2.53,-0.88,2.45"
"20150912,66.82,63.53,70.86,75.38,59.54,76.90,66.82,57.75,68.54,67.96,6.69,4.09,4.12,2.04,2.27,3.01,2.14,0.44,1.75,2.78"
"20150919,66.30,63.93,69.39,73.65,59.92,76.82,66.84,57.02,67.61,67.55,6.17,4.49,2.65,0.31,2.65,2.93,2.16,-0.29,0.82,2.37"
"20150926,64.98,64.35,69.14,73.70,61.49,77.00,67.43,58.57,69.18,68.11,4.85,4.91,2.40,0.36,4.22,3.11,2.75,1.26,2.39,2.93"
"20150930,64.54,63.85,68.91,73.86,61.60,76.81,68.03,59.04,69.48,68.16,4.41,4.41,2.17,0.52,4.33,2.92,3.35,1.73,2.69,2.98"
"20151003,49.50,47.61,55.75,64.65,46.98,64.37,56.56,48.64,58.56,55.59,0.66,0.49,0.30,0.66,2.17,0.73,3.10,2.05,1.98,1.43"
"20151010,49.61,48.55,58.18,65.11,49.48,65.14,55.86,53.17,60.28,56.93,0.77,1.43,2.73,1.12,4.67,1.50,2.40,6.58,3.70,2.77"
"20151017,49.93,48.93,57.24,64.93,50.27,66.72,58.20,54.48,62.87,57.96,1.09,1.81,1.79,0.94,5.46,3.08,4.74,7.89,6.29,3.80"
"20151024,49.08,50.10,57.86,64.27,50.73,67.23,57.66,53.86,61.86,57.95,0.24,2.98,2.41,0.28,5.92,3.59,4.20,7.27,5.28,3.79"
"20151031,49.22,49.94,57.44,65.14,50.08,66.65,57.15,53.46,61.81,57.67,0.38,2.82,1.99,1.15,5.27,3.01,3.69,6.87,5.23,3.51"
"20151107,48.55,44.71,53.90,65.85,36.97,58.95,42.34,37.04,44.42,48.43,9.70,11.41,9.30,10.52,5.95,5.99,0.65,1.35,-1.20,5.67"
"20151114,45.47,42.30,49.71,61.72,37.02,56.92,41.43,37.46,43.74,46.68,6.62,9.00,5.11,6.39,6.00,3.96,-0.26,1.77,-1.88,3.92"
"20151121,44.74,41.94,49.58,61.11,36.15,56.61,41.44,37.39,44.73,46.43,5.89,8.64,4.98,5.78,5.13,3.65,-0.25,1.70,-0.89,3.67"
"20151128,43.84,40.09,48.89,59.83,34.47,55.83,41.54,35.89,44.38,45.47,4.99,6.79,4.29,4.50,3.45,2.87,-0.15,0.20,-1.24,2.71"
"20151130,43.74,40.06,48.80,59.90,34.42,55.57,41.44,35.71,44.38,45.37,4.89,6.76,4.20,4.57,3.40,2.61,-0.25,0.02,-1.24,2.61"
"20151205,30.18,24.38,35.53,51.45,22.36,42.99,31.94,26.80,37.62,34.13,2.48,4.52,2.09,4.00,1.90,-0.75,-1.23,-1.78,-0.86,0.89"
"20151212,34.55,30.90,41.41,53.30,30.31,49.52,37.19,33.91,42.03,39.91,6.85,11.04,7.97,5.85,9.85,5.78,4.02,5.33,3.55,6.67"
"20151219,37.43,31.32,42.80,54.99,27.89,49.04,34.79,33.02,40.40,39.40,9.73,11.46,9.36,7.54,7.43,5.30,1.62,4.44,1.92,6.16"
"20151226,39.45,31.73,44.72,57.20,26.70,51.05,34.80,31.96,39.78,40.02,11.75,11.87,11.28,9.75,6.24,7.31,1.63,3.38,1.30,6.78"
"20151231,39.13,30.67,44.31,58.24,24.92,49.61,33.21,30.04,38.28,38.91,11.43,10.81,10.87,10.79,4.46,5.87,0.04,1.46,-0.20,5.67"
"20160102,24.93,16.95,32.79,49.82,18.34,42.11,30.97,27.26,36.68,31.78,2.79,1.52,2.49,4.62,-1.38,-0.47,-2.35,-2.44,-2.29,-0.04"
"20160109,23.90,22.46,34.06,46.20,20.02,42.92,32.31,29.53,38.14,32.88,1.76,7.03,3.76,1.00,0.30,0.34,-1.01,-0.17,-0.83,1.06"
"20160116,25.32,17.00,31.97,45.92,19.90,42.72,31.16,29.92,38.49,32.11,3.18,1.57,1.67,0.72,0.18,0.14,-2.16,0.22,-0.48,0.29"
"20160123,23.54,14.70,28.21,43.76,20.25,41.66,32.60,31.51,39.98,31.53,1.40,-0.73,-2.09,-1.44,0.53,-0.92,-0.72,1.81,1.01,-0.29"
"20160130,24.34,17.34,29.56,44.00,22.67,42.81,33.31,32.00,40.41,32.74,2.20,1.91,-0.74,-1.20,2.95,0.23,-0.01,2.30,1.44,0.92"
"20160131,24.70,17.54,29.88,44.26,22.71,42.88,33.11,31.91,40.23,32.80,2.56,2.11,-0.42,-0.94,2.99,0.30,-0.21,2.21,1.26,0.98"
"20160206,36.46,26.95,42.21,54.37,26.96,48.63,31.46,31.94,38.15,37.88,11.37,7.07,7.81,5.75,3.63,2.03,-5.35,-0.51,-3.63,2.47"
"20160213,28.46,20.52,34.09,47.41,29.58,48.28,37.43,36.12,44.57,37.44,3.37,0.64,-0.31,-1.21,6.25,1.68,0.62,3.67,2.79,2.03"
"20160220,26.22,21.93,35.09,47.30,32.32,51.02,40.77,37.95,46.22,39.23,1.13,2.05,0.69,-1.32,8.99,4.42,3.96,5.50,4.44,3.82"
"20160227,27.27,23.60,35.96,48.45,32.24,50.44,40.74,37.72,46.79,39.54,2.18,3.72,1.56,-0.17,8.91,3.84,3.93,5.27,5.01,4.13"
"20160229,27.20,23.37,35.97,48.45,32.24,50.61,41.13,37.88,47.09,39.64,2.11,3.49,1.57,-0.17,8.91,4.01,4.32,5.43,5.31,4.23"
"20160305,34.23,31.29,44.75,54.91,38.99,58.70,50.19,43.65,53.32,47.14,0.86,0.23,1.18,-0.12,6.36,4.49,6.80,5.41,6.66,4.01"
"20160312,41.10,40.80,51.53,59.97,43.33,60.79,48.97,43.03,50.61,50.15,7.73,9.74,7.96,4.94,10.70,6.58,5.58,4.79,3.95,7.02"
"20160319,41.47,40.85,52.25,62.24,40.68,60.50,47.86,41.63,50.82,49.75,8.10,9.79,8.68,7.21,8.05,6.29,4.47,3.39,4.16,6.62"
"20160326,39.88,38.38,50.30,60.42,38.88,58.23,46.93,41.26,50.38,48.16,6.51,7.32,6.73,5.39,6.25,4.02,3.54,3.02,3.72,5.03"
"20160331,39.91,37.61,49.65,60.44,38.28,57.65,45.88,41.48,49.82,47.65,6.54,6.55,6.08,5.41,5.65,3.44,2.49,3.24,3.16,4.52"
"20160402,47.15,45.41,54.68,63.63,43.77,62.41,49.63,44.97,51.74,52.30,1.92,0.72,0.77,1.57,0.72,0.12,-0.85,1.26,0.07,0.53"
"20160409,38.79,38.55,50.13,60.99,48.00,63.41,54.62,51.85,58.32,53.20,-6.44,-6.14,-3.78,-1.07,4.95,1.12,4.14,8.14,6.65,1.43"
"20160416,40.38,41.89,51.32,60.50,47.58,63.57,53.40,50.70,56.59,53.19,-4.85,-2.80,-2.59,-1.56,4.53,1.28,2.92,6.99,4.92,1.42"
"20160423,43.75,44.78,54.16,61.72,47.30,63.63,52.84,51.91,56.99,54.08,-1.48,0.09,0.25,-0.34,4.25,1.34,2.36,8.20,5.32,2.31"
"20160430,43.25,44.10,55.06,62.99,45.27,63.99,51.30,50.23,55.03,53.43,-1.98,-0.59,1.15,0.93,2.22,1.70,0.82,6.52,3.36,1.66"
"20160507,54.05,57.65,61.68,69.78,58.58,67.48,58.90,60.34,60.85,61.70,-1.66,1.55,-1.39,0.04,5.53,-3.26,-0.73,9.33,1.17,0.91"
"20160514,55.17,55.50,62.85,70.99,54.33,69.69,59.10,58.28,61.73,61.52,-0.54,-0.60,-0.22,1.25,1.28,-1.05,-0.53,7.27,2.05,0.73"
"20160521,53.94,54.47,60.23,69.68,53.81,68.09,58.54,56.13,60.82,60.24,-1.77,-1.63,-2.84,-0.06,0.76,-2.65,-1.09,5.12,1.14,-0.55"
"20160528,56.14,56.54,61.74,69.60,53.81,69.18,57.86,54.53,59.39,60.54,0.43,0.44,-1.33,-0.14,0.76,-1.56,-1.77,3.52,-0.29,-0.25"
"20160531,56.78,56.77,62.34,69.97,53.91,69.21,58.14,54.84,60.07,60.84,1.07,0.67,-0.73,0.23,0.86,-1.53,-1.49,3.83,0.39,0.05"
"20160604,68.80,67.17,74.52,78.67,63.14,77.26,69.31,61.67,71.50,70.64,4.05,1.60,2.76,2.10,1.00,-0.68,0.65,3.84,3.84,1.64"
"20160611,65.54,67.20,73.30,78.17,67.78,78.24,72.66,65.33,72.88,72.08,0.79,1.63,1.54,1.60,5.64,0.30,4.00,7.50,5.22,3.08"
"20160618,64.78,67.66,74.60,78.75,67.35,79.82,71.53,60.89,69.56,71.67,0.03,2.09,2.84,2.18,5.21,1.88,2.87,3.06,1.90,2.67"
"20160625,65.20,67.84,74.95,78.29,67.11,80.19,72.55,60.30,70.79,71.94,0.45,2.27,3.19,1.72,4.97,2.25,3.89,2.47,3.13,2.94"
"20160630,65.36,66.99,74.25,78.18,66.51,80.01,72.11,61.07,71.16,71.70,0.61,1.42,2.49,1.61,4.37,2.07,3.45,3.24,3.50,2.70"
"20160702,69.67,69.10,75.15,79.69,69.37,81.64,74.15,67.42,76.02,74.37,0.40,-0.81,-0.29,0.30,0.39,0.33,0.36,2.03,1.53,0.43"
"20160709,70.46,69.69,75.54,81.99,69.98,84.13,75.38,65.27,74.45,75.15,1.19,-0.22,0.10,2.60,1.00,2.82,1.59,-0.12,-0.04,1.21"
"20160716,71.16,69.61,76.00,81.62,68.32,83.92,75.32,63.62,73.47,74.67,1.89,-0.30,0.56,2.23,-0.66,2.61,1.53,-1.77,-1.02,0.73"
"20160723,71.37,70.81,76.94,81.51,69.83,84.19,75.73,64.06,73.59,75.26,2.10,0.90,1.50,2.12,0.85,2.88,1.94,-1.33,-0.90,1.32"
"20160730,71.91,70.84,77.29,81.83,69.76,83.71,75.98,65.67,74.85,75.54,2.64,0.93,1.85,2.44,0.78,2.40,2.19,0.28,0.36,1.60"
"20160731,71.92,70.85,77.30,81.81,69.74,83.70,75.91,65.69,74.88,75.53,2.65,0.94,1.86,2.42,0.76,2.39,2.12,0.30,0.39,1.59"
"20160806,70.19,69.04,75.91,80.17,67.73,82.68,71.97,65.55,74.36,73.86,2.46,1.14,1.77,1.62,0.24,1.89,0.08,0.72,1.07,1.14"
"20160813,71.48,69.36,76.68,80.30,67.53,82.45,72.25,64.99,73.68,73.92,3.75,1.46,2.54,1.75,0.04,1.66,0.36,0.16,0.39,1.20"
"20160820,72.10,69.46,76.36,80.92,67.41,80.83,72.27,67.52,75.00,73.99,4.37,1.56,2.22,2.37,-0.08,0.04,0.38,2.69,1.71,1.27"
"20160827,72.05,68.97,76.22,81.12,66.91,80.55,71.59,67.46,74.77,73.70,4.32,1.07,2.08,2.57,-0.58,-0.24,-0.30,2.63,1.48,0.98"
"20160831,72.03,69.13,76.40,81.14,67.64,80.60,71.76,67.42,74.85,73.88,4.30,1.23,2.26,2.59,0.15,-0.19,-0.13,2.59,1.56,1.16"
"20160903,61.90,60.43,68.23,74.51,59.44,73.95,65.12,58.30,67.68,66.21,1.77,0.99,1.49,1.17,2.17,0.06,0.44,0.99,0.89,1.03"
"20160910,66.66,63.40,71.87,76.34,57.50,76.32,65.81,56.35,67.02,67.32,6.53,3.96,5.13,3.00,0.23,2.43,1.13,-0.96,0.23,2.14"
"20160917,65.71,62.77,71.77,77.24,56.94,76.39,65.47,56.72,66.21,67.12,5.58,3.33,5.03,3.90,-0.33,2.50,0.79,-0.59,-0.58,1.94"
"20160924,66.60,64.06,73.13,78.08,58.53,77.83,65.93,57.01,66.55,68.14,6.47,4.62,6.39,4.74,1.26,3.94,1.25,-0.30,-0.24,2.96"
"20160930,65.69,63.82,72.47,78.26,59.57,77.14,66.08,58.57,67.57,68.29,5.56,4.38,5.73,4.92,2.30,3.25,1.40,1.26,0.78,3.11"
"20161001,49.11,47.61,55.89,64.80,45.73,63.71,53.75,47.66,57.27,54.69,0.27,0.49,0.44,0.81,0.92,0.07,0.29,1.07,0.69,0.53"
"20161008,55.40,52.32,61.85,69.38,45.08,67.55,53.13,46.07,53.52,56.59,6.56,5.20,6.40,5.39,0.27,3.91,-0.33,-0.52,-3.06,2.43"
"20161015,53.81,51.61,61.02,68.82,46.28,67.78,56.16,47.22,56.69,57.33,4.97,4.49,5.57,4.83,1.47,4.14,2.70,0.63,0.11,3.17"
"20161022,55.65,52.28,62.40,69.85,47.43,68.86,56.94,47.47,57.12,58.29,6.81,5.16,6.95,5.86,2.62,5.22,3.48,0.88,0.54,4.13"
